date,status,price,buy_conf,action,sell_conf
2023-05-29,holding,16636.3,0.0,hold,0.999984860420227
2023-05-29,holding,16636.3,0.0,hold,0.999984860420227
2023-05-29,holding,16636.3,0.0,hold,0.999984860420227
2023-05-29,check_buy,16636.3,1.0,wait,
2023-05-30,holding,16622.74,0.0,hold,0.999984860420227
2023-05-30,holding,16622.74,0.0,hold,0.999984860420227
2023-05-30,holding,16622.74,0.0,hold,0.999984860420227
2023-05-30,holding,16622.74,0.0,hold,0.999984860420227
2023-05-30,check_buy,16622.74,1.0,wait,
2023-05-31,holding,16578.96,0.0,hold,0.999984860420227
2023-05-31,holding,16578.96,0.0,hold,0.999984860420227
2023-05-31,holding,16578.96,0.0,hold,0.999984860420227
2023-05-31,holding,16578.96,0.0,hold,0.999984860420227
2023-05-31,check_buy,16578.96,1.0,wait,
2023-06-01,holding,16512.65,0.0,hold,0.999984860420227
2023-06-01,holding,16512.65,0.0,hold,0.999984860420227
2023-06-01,holding,16512.65,0.0,hold,0.999984860420227
2023-06-01,holding,16512.65,0.0,hold,0.999984860420227
2023-06-01,check_buy,16512.65,0.9995837807655334,wait,
2023-06-02,holding,16706.91,0.0,hold,0.999984860420227
2023-06-02,holding,16706.91,0.0,hold,0.999984860420227
2023-06-02,holding,16706.91,0.0,hold,0.999984860420227
2023-06-02,holding,16706.91,0.0,hold,0.999984860420227
2023-06-02,check_buy,16706.91,1.0,wait,
2023-06-05,holding,16714.43,0.0,hold,0.999984860420227
2023-06-05,holding,16714.43,0.0,hold,0.999984860420227
2023-06-05,holding,16714.43,0.0,hold,0.999984860420227
2023-06-05,holding,16714.43,0.0,hold,0.999984860420227
2023-06-05,check_buy,16714.43,1.0,wait,
2023-06-06,holding,16761.66,0.0,hold,0.999984860420227
2023-06-06,holding,16761.66,0.0,hold,0.999984860420227
2023-06-06,holding,16761.66,0.0,hold,0.999984860420227
2023-06-06,holding,16761.66,0.0,hold,0.999984860420227
2023-06-06,check_buy,16761.66,1.0,wait,
2023-06-07,holding,16922.48,0.0,hold,0.999984860420227
2023-06-07,holding,16922.48,0.0,hold,0.999984860420227
2023-06-07,holding,16922.48,0.0,hold,0.999984860420227
2023-06-07,holding,16922.48,0.0,hold,0.999984860420227
2023-06-07,check_buy,16922.48,1.0,wait,
2023-06-08,holding,16733.69,0.0,hold,0.999984860420227
2023-06-08,holding,16733.69,0.0,hold,0.999984860420227
2023-06-08,holding,16733.69,0.0,hold,0.999984860420227
2023-06-08,holding,16733.69,0.0,hold,0.999984860420227
2023-06-08,check_buy,16733.69,1.0,wait,
2023-06-09,holding,16886.4,0.0,hold,0.999984860420227
2023-06-09,holding,16886.4,0.0,hold,0.999984860420227
2023-06-09,holding,16886.4,0.0,hold,0.999984860420227
2023-06-09,holding,16886.4,0.0,hold,0.999984860420227
2023-06-09,check_buy,16886.4,0.7544335722923279,BUY,
2023-06-12,holding,16955.37,0.0,hold,0.999984860420227
2023-06-12,holding,16955.37,0.0,hold,0.999984860420227
2023-06-12,holding,16955.37,0.0,hold,0.999984860420227
2023-06-12,holding,16955.37,0.0,hold,0.999984860420227
2023-06-12,holding,16955.37,0.0,hold,0.999984860420227
2023-06-12,check_buy,16955.37,1.0,wait,
2023-06-13,holding,17216.6,0.0,hold,0.999984860420227
2023-06-13,holding,17216.6,0.0,hold,0.999984860420227
2023-06-13,holding,17216.6,0.0,hold,0.999984860420227
2023-06-13,holding,17216.6,0.0,hold,0.999984860420227
2023-06-13,holding,17216.6,0.0,hold,0.999984860420227
2023-06-13,check_buy,17216.6,1.0,wait,
2023-06-14,holding,17238.14,0.0,hold,0.999984860420227
2023-06-14,holding,17238.14,0.0,hold,0.999984860420227
2023-06-14,holding,17238.14,0.0,hold,0.999984860420227
2023-06-14,holding,17238.14,0.0,hold,0.999984860420227
2023-06-14,holding,17238.14,0.0,hold,0.999984860420227
2023-06-14,check_buy,17238.14,1.0,wait,
2023-06-15,holding,17334.98,0.0,hold,0.999984860420227
2023-06-15,holding,17334.98,0.0,hold,0.999984860420227
2023-06-15,holding,17334.98,0.0,hold,0.999984860420227
2023-06-15,holding,17334.98,0.0,hold,0.999984860420227
2023-06-15,holding,17334.98,0.0,hold,0.999984860420227
2023-06-15,check_buy,17334.98,0.9999998807907104,wait,
2023-06-16,holding,17288.91,0.0,hold,0.999984860420227
2023-06-16,holding,17288.91,0.0,hold,0.999984860420227
2023-06-16,holding,17288.91,0.0,hold,0.999984860420227
2023-06-16,holding,17288.91,0.0,hold,0.999984860420227
2023-06-16,holding,17288.91,0.0,hold,0.999984860420227
2023-06-16,check_buy,17288.91,1.0,wait,
2023-06-19,holding,17274.56,0.0,hold,0.999984860420227
2023-06-19,holding,17274.56,0.0,hold,0.999984860420227
2023-06-19,holding,17274.56,0.0,hold,0.999984860420227
2023-06-19,holding,17274.56,0.0,hold,0.999984860420227
2023-06-19,holding,17274.56,0.0,hold,0.999984860420227
2023-06-19,check_buy,17274.56,1.0,wait,
2023-06-20,holding,17184.91,0.0,hold,0.999984860420227
2023-06-20,holding,17184.91,0.0,hold,0.999984860420227
2023-06-20,holding,17184.91,0.0,hold,0.999984860420227
2023-06-20,holding,17184.91,0.0,hold,0.999984860420227
2023-06-20,holding,17184.91,0.0,hold,0.999984860420227
2023-06-20,check_buy,17184.91,1.0,wait,
2023-06-21,holding,17202.4,0.0,hold,0.999984860420227
2023-06-21,holding,17202.4,0.0,hold,0.999984860420227
2023-06-21,holding,17202.4,0.0,hold,0.999984860420227
2023-06-21,holding,17202.4,0.0,hold,0.999984860420227
2023-06-21,holding,17202.4,0.0,hold,0.999984860420227
2023-06-21,check_buy,17202.4,1.0,wait,
2023-06-26,holding,17059.24,0.0,hold,0.9999847412109375
2023-06-26,holding,17059.24,0.0,hold,0.999984860420227
2023-06-26,holding,17059.24,0.0,hold,0.999984860420227
2023-06-26,holding,17059.24,0.0,hold,0.999984860420227
2023-06-26,holding,17059.24,0.0,hold,0.999984860420227
2023-06-26,check_buy,17059.24,0.9999682903289795,wait,
2023-06-27,holding,16887.9,0.0,hold,0.9999847412109375
2023-06-27,holding,16887.9,0.0,hold,0.9999847412109375
2023-06-27,holding,16887.9,0.0,hold,0.9999847412109375
2023-06-27,holding,16887.9,0.0,hold,0.9999847412109375
2023-06-27,holding,16887.9,0.0,hold,0.9999847412109375
2023-06-27,check_buy,16887.9,1.0,wait,
2023-06-28,holding,16935.63,0.0,hold,0.9999847412109375
2023-06-28,holding,16935.63,0.0,hold,0.9999847412109375
2023-06-28,holding,16935.63,0.0,hold,0.9999847412109375
2023-06-28,holding,16935.63,0.0,hold,0.9999847412109375
2023-06-28,holding,16935.63,0.0,hold,0.9999847412109375
2023-06-28,check_buy,16935.63,1.0,wait,
2023-06-29,holding,16942.3,0.0,hold,0.9999847412109375
2023-06-29,holding,16942.3,0.0,hold,0.9999847412109375
2023-06-29,holding,16942.3,0.0,hold,0.9999847412109375
2023-06-29,holding,16942.3,0.0,hold,0.9999847412109375
2023-06-29,holding,16942.3,0.0,hold,0.9999847412109375
2023-06-29,check_buy,16942.3,1.0,wait,
2023-06-30,holding,16915.54,0.0,hold,0.9999847412109375
2023-06-30,holding,16915.54,0.0,hold,0.9999847412109375
2023-06-30,holding,16915.54,0.0,hold,0.9999847412109375
2023-06-30,holding,16915.54,0.0,hold,0.9999847412109375
2023-06-30,holding,16915.54,0.0,hold,0.999984860420227
2023-06-30,check_buy,16915.54,0.9999992847442627,BUY,
2023-07-03,holding,17084.2,0.0,hold,0.999984860420227
2023-07-03,holding,17084.2,0.0,hold,0.999984860420227
2023-07-03,holding,17084.2,0.0,hold,0.999984860420227
2023-07-03,holding,17084.2,0.0,hold,0.999984860420227
2023-07-03,holding,17084.2,0.0,hold,0.999984860420227
2023-07-03,holding,17084.2,0.0,hold,0.999984860420227
2023-07-04,holding,17140.77,0.0,hold,0.999984860420227
2023-07-04,holding,17140.77,0.0,hold,0.999984860420227
2023-07-04,holding,17140.77,0.0,hold,0.999984860420227
2023-07-04,holding,17140.77,0.0,hold,0.999984860420227
2023-07-04,holding,17140.77,0.0,hold,0.999984860420227
2023-07-04,holding,17140.77,0.0,hold,0.999984860420227
2023-07-05,holding,17056.43,0.0,hold,0.999984860420227
2023-07-05,holding,17056.43,0.0,hold,0.999984860420227
2023-07-05,holding,17056.43,0.0,hold,0.999984860420227
2023-07-05,holding,17056.43,0.0,hold,0.999984860420227
2023-07-05,holding,17056.43,0.0,hold,0.999984860420227
2023-07-05,holding,17056.43,0.0,hold,0.999984860420227
2023-07-06,holding,16762.17,0.0,hold,0.9999847412109375
2023-07-06,holding,16762.17,0.0,hold,0.9999847412109375
2023-07-06,holding,16762.17,0.0,hold,0.9999847412109375
2023-07-06,holding,16762.17,0.0,hold,0.9999847412109375
2023-07-06,holding,16762.17,0.0,hold,0.9999847412109375
2023-07-06,holding,16762.17,0.0,hold,0.999984860420227
2023-07-07,holding,16664.21,0.0,hold,0.9999847412109375
2023-07-07,holding,16664.21,0.0,hold,0.9999847412109375
2023-07-07,holding,16664.21,0.0,hold,0.9999847412109375
2023-07-07,holding,16664.21,0.0,hold,0.9999847412109375
2023-07-07,holding,16664.21,0.0,hold,0.9999847412109375
2023-07-07,holding,16664.21,0.0,hold,0.9999847412109375
2023-07-10,holding,16652.8,0.0,hold,0.9999847412109375
2023-07-10,holding,16652.8,0.0,hold,0.9999847412109375
2023-07-10,holding,16652.8,0.0,hold,0.9999847412109375
2023-07-10,holding,16652.8,0.0,hold,0.9999847412109375
2023-07-10,holding,16652.8,0.0,hold,0.9999847412109375
2023-07-10,holding,16652.8,0.0,hold,0.9999847412109375
2023-07-11,holding,16898.91,0.0,hold,0.9999847412109375
2023-07-11,holding,16898.91,0.0,hold,0.9999847412109375
2023-07-11,holding,16898.91,0.0,hold,0.9999847412109375
2023-07-11,holding,16898.91,0.0,hold,0.9999847412109375
2023-07-11,holding,16898.91,0.0,hold,0.9999847412109375
2023-07-11,holding,16898.91,0.0,hold,0.9999847412109375
2023-07-12,holding,16962.03,0.0,hold,0.999984860420227
2023-07-12,holding,16962.03,0.0,hold,0.999984860420227
2023-07-12,holding,16962.03,0.0,hold,0.999984860420227
2023-07-12,holding,16962.03,0.0,hold,0.999984860420227
2023-07-12,holding,16962.03,0.0,hold,0.999984860420227
2023-07-12,holding,16962.03,0.0,hold,0.999984860420227
2023-07-13,holding,17061.4,0.0,hold,0.999984860420227
2023-07-13,holding,17061.4,0.0,hold,0.999984860420227
2023-07-13,holding,17061.4,0.0,hold,0.999984860420227
2023-07-13,holding,17061.4,0.0,hold,0.999984860420227
2023-07-13,holding,17061.4,0.0,hold,0.999984860420227
2023-07-13,holding,17061.4,0.0,hold,0.999984860420227
2023-07-14,holding,17283.71,0.0,hold,0.999984860420227
2023-07-14,holding,17283.71,0.0,hold,0.999984860420227
2023-07-14,holding,17283.71,0.0,hold,0.999984860420227
2023-07-14,holding,17283.71,0.0,hold,0.999984860420227
2023-07-14,holding,17283.71,0.0,hold,0.999984860420227
2023-07-14,holding,17283.71,0.0,hold,0.999984860420227
2023-07-17,holding,17334.29,0.0,hold,0.999984860420227
2023-07-17,holding,17334.29,0.0,hold,0.999984860420227
2023-07-17,holding,17334.29,0.0,hold,0.999984860420227
2023-07-17,holding,17334.29,0.0,hold,0.999984860420227
2023-07-17,holding,17334.29,0.0,hold,0.999984860420227
2023-07-17,holding,17334.29,0.0,hold,0.999984860420227
2023-07-18,holding,17227.91,0.0,hold,0.999984860420227
2023-07-18,holding,17227.91,0.0,hold,0.999984860420227
2023-07-18,holding,17227.91,0.0,hold,0.999984860420227
2023-07-18,holding,17227.91,0.0,hold,0.999984860420227
2023-07-18,holding,17227.91,0.0,hold,0.999984860420227
2023-07-18,holding,17227.91,0.0,hold,0.999984860420227
2023-07-19,holding,17116.44,0.0,hold,0.999984860420227
2023-07-19,holding,17116.44,0.0,hold,0.999984860420227
2023-07-19,holding,17116.44,0.0,hold,0.999984860420227
2023-07-19,holding,17116.44,0.0,hold,0.999984860420227
2023-07-19,holding,17116.44,0.0,hold,0.999984860420227
2023-07-19,holding,17116.44,0.0,hold,0.999984860420227
2023-07-20,holding,17164.89,0.0,hold,0.9999847412109375
2023-07-20,holding,17164.89,0.0,hold,0.9999847412109375
2023-07-20,holding,17164.89,0.0,hold,0.9999847412109375
2023-07-20,holding,17164.89,0.0,hold,0.999984860420227
2023-07-20,holding,17164.89,0.0,hold,0.999984860420227
2023-07-20,holding,17164.89,0.0,hold,0.999984860420227
2023-07-21,holding,17030.7,0.0,hold,0.999984860420227
2023-07-21,holding,17030.7,0.0,hold,0.999984860420227
2023-07-21,holding,17030.7,0.0,hold,0.999984860420227
2023-07-21,holding,17030.7,0.0,hold,0.999984860420227
2023-07-21,holding,17030.7,0.0,hold,0.999984860420227
2023-07-21,holding,17030.7,0.0,hold,0.999984860420227
2023-07-24,holding,17033.61,0.0,hold,0.999984860420227
2023-07-24,holding,17033.61,0.0,hold,0.999984860420227
2023-07-24,holding,17033.61,0.0,hold,0.999984860420227
